"","dd","p","mn","s","mn_s","mn_s_t","l_temp","super_heat","s_temp","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_f"
"12234",11,0.025,0.803,0.03,26.76666667,21.72572514,1508,184,1692,1692,1540,3.02,2287.27,60.1,0.08,NA,286.13,"94.74503311"
"12235",13,0.023,0.74,0.032,23.125,20.64126415,1508,53,1561,1561,1561,2.29,2288.24,59.57,9.63,NA,219.9,"96.02620087"
"12236",16,0.026,0.74,0.032,23.125,20.64126415,1508,39,1547,1547,1553,2.2,2283.8,59.98,9.23,NA,208.33,"94.69545455"
"12237",13,0.019,0.762,0.021,36.28571429,28.83191546,1508,41,1549,1549,1554,2.56,2284.01,60.11,6.53,NA,242.39,"94.68359375"
"12238",13,0.02,0.75,0.021,35.71428571,28.83191546,1508,52,NA,1560,1560,2.52,2281.14,59.85,8.78,NA,239.81,"95.16269841"
"12239",11,0.016,0.76,0.03,25.33333333,21.72572514,1508,43,NA,1551,1551,2.74,2286.17,60.03,6.64,NA,260.48,"95.06569343"
"12240",12,0.017,0.73,0.019,38.42105263,31.21470086,1508,45,1553,1553,1535,2.77,2285.43,60,8.78,NA,264.06,"95.32851986"
"12241",12,0.017,0.735,0.019,38.68421053,31.21470086,1508,58,NA,1566,1566,2.3,2286.62,59.58,10.22,NA,220.86,"96.02608696"
"12242",13,0.031,0.736,0.019,38.73684211,31.21470086,1508,43,1551,1551,1550,2.81,2288.06,60.01,4.1,NA,266.87,"94.97153025"
"12243",8,0.032,0.74,0.023,32.17391304,26.82423957,1508,51,1559,1559,1559,2.6,2283.06,59.84,8.18,NA,246.61,"94.85"
"12244",11,0.02,0.728,0.02,36.4,29.96988564,1508,28,1536,1536,1533,2.63,2287.83,59.92,7.29,NA,250.5,"95.24714829"
"12245",12,0.016,0.764,0.024,31.83333333,25.93359266,1508,40,1548,1548,1541,3.01,2288.41,59.93,0.13,NA,285.85,"94.96677741"
"12246",15,0.02,0.732,0.021,34.85714286,28.83191546,1508,42,1550,1550,1566,2.71,2283.33,59.83,6.64,NA,259.2,"95.64575646"
"12247",12,0.017,0.71,0.023,30.86956522,26.82423957,1508,36,1544,1544,1544,2.64,2283.04,59.63,5.75,NA,253.05,"95.85227273"
"12248",2,0.03,0.99,0.03,33,21.72572514,1510,44,1554,1554,1554,2.56,2279.59,60.03,7.08,NA,243.1,"94.9609375"
"12249",14,0.027,0.76,0.031,24.51612903,21.1678094,1508,35,1543,1543,1542,2.47,2280.06,60.03,5.09,NA,234.36,"94.88259109"
"12250",7,0.025,0.705,0.027,26.11111111,23.61991192,1508,41,1549,1549,1530,2.88,2283.34,59.98,5.54,NA,273.33,"94.90625"
"12251",14,0.016,0.747,0.018,41.5,32.58285073,1508,39,1547,1547,1547,2.91,2288.37,60.04,6.95,NA,281.46,"96.72164948"
"12252",6,0.018,0.765,0.016,47.8125,35.77449321,1508,36,1544,1544,1544,2.23,2285.6,59.63,8.07,NA,214.64,"96.25112108"
"12253",15,0.022,0.72,0.021,34.28571429,28.83191546,1508,52,1560,1560,1560,2.78,2284.61,59.88,9.29,NA,264.75,"95.23381295"
"12254",17,0.025,0.731,0.022,33.22727273,27.78715793,1508,40,1548,1548,1553,2.74,2279.26,60.11,6.16,NA,259.7,"94.7810219"
"12255",15,0.015,0.73,0.022,33.18181818,27.78715793,1508,38,1546,1546,1542,2.78,2284.24,60.05,7.7,NA,264.17,"95.02517986"
"12256",15,0.018,0.71,0.019,37.36842105,31.21470086,1508,195,1703,1703,1540,2.63,2285.94,59.97,8.36,NA,250.5,"95.24714829"
"12257",17,0.018,1.06,0.019,55.78947368,31.21470086,1506,39,1545,1545,1547,2.63,2286.95,60.18,9.62,NA,248.6,"94.52471483"
"12258",19,0.027,1.01,0.023,43.91304348,26.82423957,1506,191,1697,1697,1697,2.71,2285.89,60.07,7.45,NA,257.08,"94.86346863"
"12259",20,0.021,0.76,0.032,23.75,20.64126415,1508,62,NA,1570,1570,2.54,2282.44,59.79,7.79,NA,242.55,"95.49212598"
"12260",11,0.016,1.045,0.014,74.64285714,39.77262916,1506,52,1558,1558,1553,2.7,2286.07,60.07,5.82,NA,255.37,"94.58148148"
"12261",15,0.023,1.05,0.017,61.76470588,34.09448306,1506,57,1563,1563,1563,3.09,2283.07,59.97,7.06,NA,294.15,"95.19417476"
"12262",15,0.023,1.04,0.01,104,51.94243253,1506,47,NA,1553,1553,2.5,2285.93,59.85,6.63,NA,238.33,"95.332"
"12263",13,0.02,1.079,0.02,53.95,29.96988564,1506,45,NA,1551,1551,2.52,2286.44,60.13,6.34,NA,238.77,"94.75"
"12264",8,0.024,1.24,0.028,44.28571429,22.94811947,1506,51,1557,1557,1557,2.65,2282.79,59.86,6.82,NA,251.93,"95.06792453"
"12265",14,0.024,1.1,0.028,39.28571429,22.94811947,1506,48,1554,1554,1545,2.59,2286.73,59.89,3.91,NA,246.21,"95.06177606"
"12266",14,0.022,1.015,0.025,40.6,25.10710746,1506,51,1557,1557,1549,2.89,2281.64,60.04,6.26,NA,274.94,"95.1349481"
"12267",15,0.017,1.038,0.02,51.9,29.96988564,1506,74,1580,1580,1581,2.23,2281.28,59.74,7.91,NA,213.93,"95.93273543"
"12268",14,0.027,1.04,0.02,52,29.96988564,1506,53,1559,1559,1559,3.05,2278.92,60.26,7.28,NA,288.55,"94.60655738"
"12269",10,0.018,1.01,0.013,77.69230769,42.18126779,1506,51,1557,1557,1540,3.02,2282.28,59.94,4.28,NA,287.3,"95.13245033"
"12270",15,0.034,1.04,0.021,49.52380952,28.83191546,1506,39,1545,1545,1550,3.06,2279.49,59.88,9.54,NA,291.29,"95.19281046"
"12271",13,0.018,1.04,0.015,69.33333333,37.65403131,1506,50,1556,1556,1551,2.42,2281.14,60.08,8.37,NA,230.66,"95.31404959"
"12272",9,0.04,1.018,0.022,46.27272727,27.78715793,1506,43,1549,1549,1549,2.33,2282.72,59.85,10.04,NA,222.37,"95.43776824"
"12273",14,0.022,1.12,0.018,62.22222222,32.58285073,1506,22,NA,1528,1528,2.5,2280.6,59.77,6.15,NA,237.78,"95.112"
"12274",8,0.026,0.762,0.02,38.1,29.96988564,1508,40,1548,1548,1548,2.77,2282.61,60.06,5.37,NA,262.56,"94.78700361"
"12275",11,0.017,0.78,0.018,43.33333333,32.58285073,1508,41,1549,1549,1563,2.59,2275.9,60.09,7.73,NA,244.87,"94.54440154"
"12276",18,0.024,0.74,0.023,32.17391304,26.82423957,1508,45,1553,1553,1553,3.12,2279.62,60.08,8.57,NA,295.98,"94.86538462"
"12277",2,0.02,0.75,0.019,39.47368421,31.21470086,1508,65,1573,1573,1580,2.24,2278.82,59.53,7.29,NA,231.99,"103.5669643"
"12278",14,0.027,0.71,0.032,22.1875,20.64126415,1508,50,1558,1558,1546,3.05,2278.06,60.12,6.07,NA,289.63,"94.96065574"
"12279",13,0.029,0.722,0.031,23.29032258,21.1678094,1508,37,1545,1545,1533,2.82,2280.82,59.96,8.33,NA,267.44,"94.83687943"
"12280",12,0.021,0.728,0.025,29.12,25.10710746,1508,48,1556,1556,1544,3.01,2277.7,60.09,8.95,NA,284.9,"94.65116279"
"12281",11,0.019,0.71,0.022,32.27272727,27.78715793,1508,44,1552,1552,1549,2.99,2274.8,59.93,8.02,NA,284.68,"95.21070234"
"12282",9,0.015,0.73,0.018,40.55555556,32.58285073,1508,42,1550,1550,1550,2.49,2277.8,59.91,8.13,NA,236.28,"94.89156627"
"12283",7,0.019,0.738,0.025,29.52,25.10710746,1508,62,1570,1570,1581,2.22,2277.02,59.77,8.01,NA,213.66,"96.24324324"
"12284",17,0.016,0.722,0.021,34.38095238,28.83191546,1508,51,1559,1559,1555,2.86,2279.64,59.96,8.86,NA,300.87,"105.1993007"
"12285",13,0.021,0.723,0.022,32.86363636,27.78715793,1508,33,1541,1541,1539,2.58,2275.55,59.85,7.27,NA,245.82,"95.27906977"
"12286",14,0.025,0.72,0.021,34.28571429,28.83191546,1508,56,1564,1564,1564,2.54,2279.54,60.4,6.63,NA,238.21,"93.78346457"
"12287",7,0.019,0.758,0.023,32.95652174,26.82423957,1508,72,1580,1580,1580,2.77,2279.17,59.92,4.58,NA,262.97,"94.93501805"
"12288",15,0.018,0.995,0.02,49.75,29.96988564,1510,47,1557,1557,1552,2.85,2280.23,60.11,0.25,NA,270.03,"94.74736842"
"12289",6,0.031,1.026,0.016,64.125,35.77449321,1506,74,NA,1580,1580,2.53,2301.79,59.85,7.66,NA,241.94,"95.6284585"
"12290",5,0.021,1.01,0.017,59.41176471,34.09448306,1506,37,1543,1543,1543,2.56,2314.63,59.88,9.35,NA,243.56,"95.140625"
"12291",7,0.023,0.875,0.038,23.02631579,18.01034279,1508,36,NA,1544,1544,2.32,2255.76,59.95,8.36,NA,220.97,"95.24568966"
"12292",7,0.016,0.745,0.023,32.39130435,26.82423957,1508,70,1578,1578,1583,2.16,2253.18,59.77,8.71,NA,207.25,"95.94907407"
"12293",8,0.025,0.81,0.028,28.92857143,22.94811947,1508,48,1556,1556,1556,2.69,2258.63,59.88,7.42,NA,255.88,"95.12267658"
"12294",9,0.021,0.75,0.02,37.5,29.96988564,1508,57,1565,1565,1565,2.28,2251.49,59.62,7.87,NA,219.31,"96.18859649"
"12295",13,0.03,0.71,0.023,30.86956522,26.82423957,1508,41,1549,1549,1552,2.37,2253.49,60.15,9.31,NA,224.94,"94.91139241"
"12296",9,0.021,0.757,0.028,27.03571429,22.94811947,1508,43,1551,1551,1545,2.93,2256.48,60.05,6.3,NA,278.83,"95.16382253"
"12297",9,0.025,0.74,0.032,23.125,20.64126415,1508,35,1543,1543,1536,2.43,2255.21,60.01,5.14,NA,230.6,"94.89711934"
"12298",12,0.027,0.735,0.023,31.95652174,26.82423957,1508,39,1547,1547,1547,2.89,2255.6,60.08,9.33,NA,275.03,"95.16608997"
"12299",10,0.035,0.73,0.023,31.73913043,26.82423957,1508,73,1581,1581,1585,2.31,2255.07,59.65,9.04,NA,221.17,"95.74458874"
"12300",11,0.022,0.76,0.015,50.66666667,37.65403131,1508,43,1551,1551,1541,2.9,2257.15,60.16,7.46,NA,274.76,"94.74482759"
"12301",11,0.03,0.756,0.022,34.36363636,27.78715793,1508,49,1557,1557,1565,2.69,2258.31,59.81,9.25,NA,256.71,"95.43122677"
"12302",5,0.022,0.745,0.022,33.86363636,27.78715793,1508,54,1562,1562,1562,2.78,2260.79,60.01,6.47,NA,263.93,"94.93884892"
"12303",5,0.018,0.657,0.021,31.28571429,28.83191546,1508,50,1558,1558,1558,2.86,2260.03,60.09,7.14,NA,270.91,"94.72377622"
"12304",7,0.021,0.77,0.013,59.23076923,42.18126779,1508,64,1572,1572,1584,2.18,2268.08,59.81,7.77,NA,209.04,"95.88990826"
"12305",9,0.014,0.765,0.018,42.5,32.58285073,1508,53,1561,1561,1561,3.05,2269.88,60.15,0.54,NA,278.94,"91.4557377"
"12306",12,0.031,0.735,0.029,25.34482759,22.31802259,1508,40,NA,1548,1548,3.25,2268.77,59.81,7.8,NA,288.75,"88.84615385"
"12307",10,0.032,0.739,0.025,29.56,25.10710746,1508,69,1577,1577,1577,2.19,2272.16,59.45,4.61,NA,251.86,"115.0045662"
"12308",13,0.025,0.743,0.022,33.77272727,27.78715793,1508,47,1555,1555,1555,2.52,2274.58,59.89,8.27,NA,249.9,"99.16666667"
"12309",5,0.022,0.75,0.027,27.77777778,23.61991192,1508,55,1563,1563,1554,2.88,2273.71,60.13,8.48,NA,249.97,"86.79513889"
"12310",8,0.031,0.71,0.016,44.375,35.77449321,1508,46,1554,1554,1546,2.82,2274.01,59.89,9.15,NA,249.95,"88.63475177"
"12311",8,0.018,0.725,0.02,36.25,29.96988564,1508,43,1551,1551,1554,2.62,2272.55,59.91,4.83,NA,249.97,"95.40839695"
"12312",6,0.022,0.744,0.015,49.6,37.65403131,1508,33,1541,1541,1538,3,2272.68,59.98,8.31,NA,250.02,"83.34"
"12313",4,0.016,0.787,0.025,31.48,25.10710746,1508,36,1544,1544,1544,3.06,2272.66,59.92,6.71,NA,249.9,"81.66666667"
"12314",5,0.023,0.744,0.016,46.5,35.77449321,1508,58,1566,1566,1589,2.32,2274.82,59.45,4.17,NA,252.14,"108.6810345"
"12315",9,0.023,0.784,0.022,35.63636364,27.78715793,1508,41,1549,1549,1541,2.17,2280.01,60.18,6.09,NA,250.09,"115.2488479"
"12316",10,0.016,0.765,0.032,23.90625,20.64126415,1508,39,1547,1547,1526,2.17,2279.27,59.91,7.9,NA,250,"115.2073733"
"12317",8,0.02,0.714,0.02,35.7,29.96988564,1508,44,1552,1552,1546,2.05,2277.24,59.95,4.54,NA,249.75,"121.8292683"
"12318",12,0.02,0.739,0.022,33.59090909,27.78715793,1508,27,1535,1535,1548,3.14,2281.03,59.96,7.67,NA,250.04,"79.63057325"
"12319",5,0.021,0.755,0.023,32.82608696,26.82423957,1508,74,1582,1582,1584,2.22,2271.34,59.72,9.38,NA,212.58,"95.75675676"
"12320",6,0.018,0.793,0.027,29.37037037,23.61991192,1508,41,1549,1549,1549,2.51,2276.9,59.85,9.32,NA,238.91,"95.18326693"
"12321",7,0.023,0.74,0.023,32.17391304,26.82423957,1508,51,1559,1559,1545,2.56,2273.79,60.07,7.99,NA,243.24,"95.015625"
"12322",6,0.018,0.74,0.022,33.63636364,27.78715793,1508,32,1540,1540,1540,2.55,2274.45,59.6,7.43,NA,245.49,"96.27058824"
"12323",5,0.026,0.72,0.025,28.8,25.10710746,1508,38,NA,1546,1546,3.08,2276.07,60.16,9.73,NA,291.85,"94.75649351"
"12324",7,0.018,0.749,0.02,37.45,29.96988564,1508,48,1556,1556,1556,2.79,2272.92,59.74,7.57,NA,266.78,"95.62007168"
"12325",13,0.023,0.801,0.026,30.80769231,24.33786233,1508,70,1578,1578,1578,2.74,2275.95,59.77,6.37,NA,261.75,"95.52919708"
"12326",9,0.018,0.72,0.021,34.28571429,28.83191546,1508,61,1569,1569,1584,2.4,2277.68,59.98,5.91,NA,229.26,"95.525"
"12327",7,0.018,0.748,0.028,26.71428571,22.94811947,1508,30,1538,1538,1550,2.91,2279.61,59.98,8.21,NA,276.25,"94.93127148"
"12328",7,0.017,0.737,0.019,38.78947368,31.21470086,1508,36,1544,1544,1544,2.78,2279.92,60.14,8.34,NA,263.14,"94.65467626"
"12329",7,0.031,0.712,0.028,25.42857143,22.94811947,1508,39,1547,1547,1547,2.81,2284.42,59.94,7.95,NA,266.54,"94.85409253"
"12330",3,0.026,0.786,0.025,31.44,25.10710746,1508,47,1555,1555,1559,3.14,2281.73,60.03,6.26,NA,290.33,"92.46178344"
"12331",4,0.024,0.8,0.025,32,25.10710746,1508,44,1552,1552,1552,3.12,2280.23,59.95,8.88,NA,290.51,"93.11217949"
"12332",7,0.022,0.715,0.024,29.79166667,25.93359266,1508,37,1545,1545,1545,3.06,2278.12,59.95,7.87,NA,285.17,"93.19281046"
"12333",7,0.023,0.739,0.014,52.78571429,39.77262916,1508,87,1595,1595,1595,2.52,2275.1,57.96,7.64,NA,222.36,"88.23809524"
"12334",5,0.016,0.744,0.026,28.61538462,24.33786233,1508,50,1558,1558,1547,2.63,2276.36,59.93,9.4,NA,250.05,"95.07604563"
"12335",5,0.025,0.93,0.026,35.76923077,24.33786233,1508,41,1549,1549,1543,3,2280.14,59.93,8.01,NA,284.14,"94.71333333"
"12336",8,0.023,0.77,0.023,33.47826087,26.82423957,1508,56,1564,1564,1564,2.77,2276.14,59.82,6.45,NA,264.36,"95.4368231"
"12337",9,0.021,0.724,0.021,34.47619048,28.83191546,1508,58,1566,1566,1580,2.18,2293.82,59.51,6.85,NA,210.49,"96.55504587"
"12338",4,0.021,0.731,0.022,33.22727273,27.78715793,1508,57,1565,1565,1565,2.88,2294.35,60.16,8.23,NA,269.49,"93.57291667"
"12339",4,0.026,0.787,0.022,35.77272727,27.78715793,1508,25,NA,1533,1533,2.64,2285.55,59.99,10.12,NA,250.69,"94.95833333"
"12340",5,0.015,0.8,0.033,24.24242424,20.1434254,1508,42,1550,1550,1562,3.12,2294.19,59.73,7.46,NA,286.08,"91.69230769"
"12341",6,0.02,0.78,0.012,65,44.94691449,1508,53,1561,1561,1561,2.67,2296.15,60.13,7.09,NA,252.55,"94.58801498"
"12342",6,0.027,0.724,0.02,36.2,29.96988564,1508,78,1586,1586,1586,2.24,2291.9,59.76,6.55,NA,214.24,"95.64285714"
"12343",4,0.019,0.756,0.019,39.78947368,31.21470086,1508,36,NA,1544,1544,2.52,2294.42,60.03,9.68,NA,239.42,"95.00793651"
"12344",4,0.032,0.733,0.028,26.17857143,22.94811947,1508,51,1559,1559,1559,2.39,2294.96,59.83,6.34,NA,227.17,"95.05020921"
"12345",6,0.023,0.735,0.032,22.96875,20.64126415,1508,30,1538,1538,1545,2.6,2296.35,60,6.59,NA,246.65,"94.86538462"
"12346",10,0.022,0.78,0.024,32.5,25.93359266,1508,68,1576,1576,1571,2.21,2292.71,59.54,9.1,NA,212.81,"96.29411765"
"12347",10,0.019,0.76,0.02,38,29.96988564,1508,37,1545,1545,1542,2.77,2294.35,59.96,5.8,NA,262.41,"94.73285199"
"12348",3,0.014,0.75,0.022,34.09090909,27.78715793,1508,48,1556,1556,1535,2.74,2293.83,60.16,6.54,NA,259.72,"94.78832117"
"12349",2,0.019,0.745,0.027,27.59259259,23.61991192,1508,195,1703,1703,1539,2.87,2297.45,59.79,7.15,NA,273.65,"95.34843206"
"12350",8,0.023,0.72,0.035,20.57142857,19.22466134,1508,46,1554,1554,1694,2.35,2287.6,60.04,4.2,NA,222.87,"94.83829787"
"12351",6,0.025,0.742,0.024,30.91666667,25.93359266,1508,50,1558,1558,1554,2.37,2295.14,59.82,7.11,NA,226.58,"95.60337553"
"12352",15,0.023,0.722,0.024,30.08333333,25.93359266,1508,89,NA,1597,1597,2.22,2254.8,59.88,10.66,NA,211.97,"95.48198198"
"12353",2,0.018,0.744,0.024,31,25.93359266,1508,48,1556,1556,1556,2.87,2253.65,60.01,8.14,NA,272.48,"94.94076655"
"12354",4,0.018,0.75,0.02,37.5,29.96988564,1508,65,1573,1573,1573,2.23,2255.78,59.61,3.88,NA,213.81,"95.87892377"
"12355",8,0.02,0.75,0.032,23.4375,20.64126415,1508,39,1547,1547,1547,3.25,2254.97,60,7.37,NA,281.56,"86.63384615"
"12356",12,0.02,0.745,0.022,33.86363636,27.78715793,1508,25,NA,1533,1533,3.02,2254.89,60.03,7.74,NA,280.59,"92.91059603"
"12357",14,0.016,0.75,0.022,34.09090909,27.78715793,1508,73,1581,1581,1582,2.23,2250.15,59.68,6.03,NA,212.95,"95.49327354"
"12358",10,0.025,0.728,0.024,30.33333333,25.93359266,1508,30,1538,1538,1534,3.04,2251.85,59.97,7.89,NA,272.53,"89.64802632"
"12359",8,0.025,0.764,0.023,33.2173913,26.82423957,1508,33,1541,1541,1538,2.77,2250.86,60.1,9.51,NA,263.3,"95.05415162"
"12360",11,0.017,0.826,0.025,33.04,25.10710746,1508,51,NA,1559,1559,2.7,2255.56,59.98,9.6,NA,256.14,"94.86666667"
"12361",7,0.017,0.709,0.024,29.54166667,25.93359266,1508,52,1560,1560,1560,3.1,2256.14,59.91,7.39,NA,280.92,"90.61935484"
"12362",8,0.024,0.768,0.03,25.6,21.72572514,1508,51,1559,1559,1559,2.54,2254.91,59.93,8.59,NA,240.94,"94.85826772"
"12363",10,0.018,0.76,0.022,34.54545455,27.78715793,1508,45,1553,1553,1541,2.72,2254.51,60.23,9.08,NA,256.83,"94.42279412"
"12364",15,0.035,0.78,0.015,52,37.65403131,1508,39,NA,1547,1547,2.74,2256.23,59.83,5.75,NA,261.4,"95.40145985"
"12365",11,0.015,0.76,0.025,30.4,25.10710746,1508,67,1575,1575,1572,2.21,2255.2,59.73,8.71,NA,212.14,"95.99095023"
"12366",8,0.02,0.717,0.021,34.14285714,28.83191546,1508,45,1553,1553,1550,2.82,2251.18,60.13,8.68,NA,266.21,"94.40070922"
"12367",4,0.019,0.764,0.021,36.38095238,28.83191546,1508,47,1555,1555,1555,3.02,2248.87,59.95,4.58,NA,275.35,"91.17549669"
"12368",7,0.02,1.047,0.033,31.72727273,20.1434254,1506,33,1539,1539,1539,2.75,2257.79,59.96,7.13,NA,262.51,"95.45818182"
"12369",15,0.021,0.82,0.031,26.4516129,21.1678094,1508,52,1560,1560,1555,2.95,2259.23,59.97,6.66,NA,275.01,"93.22372881"
"12370",11,0.035,1.035,0.02,51.75,29.96988564,1506,43,1549,1549,1549,2.94,2258.24,60.07,8.68,NA,275.8,"93.80952381"
"12371",18,0.023,1.048,0.033,31.75757576,20.1434254,1506,42,1548,1548,1550,2.57,2260.77,60.18,8.55,NA,241.12,"93.82101167"
"12372",13,0.032,0.75,0.024,31.25,25.93359266,1508,68,1576,1576,1576,2.1,2256.74,59.48,3.49,NA,203.56,"96.93333333"
"12373",12,0.022,1.03,0.025,41.2,25.10710746,1506,44,1550,1550,1550,2.78,2257.84,59.98,6.8,NA,263.94,"94.94244604"
"12374",15,0.028,0.83,0.03,27.66666667,21.72572514,1508,33,1541,1541,1543,2.46,2260.35,59.92,7.75,NA,234.04,"95.13821138"
"12375",20,0.034,1.033,0.035,29.51428571,19.22466134,1506,32,1538,1538,1543,3.07,2257.38,59.9,8.95,NA,279.51,"91.04560261"
"12376",15,0.022,0.77,0.028,27.5,22.94811947,1508,38,1546,1546,1555,2.98,2258.75,59.97,8.43,NA,282.75,"94.88255034"
"12377",13,0.02,0.748,0.02,37.4,29.96988564,1508,55,1563,1563,1563,3.06,2253.77,60.07,7.58,NA,282.13,"92.19934641"
"12378",13,0.029,0.739,0.028,26.39285714,22.94811947,1508,43,1551,1551,1551,2.37,2252.3,59.89,8.67,NA,230.39,"97.21097046"
"12379",12,0.015,0.76,0.018,42.22222222,32.58285073,1508,48,NA,1556,1556,2.89,2250.65,60.09,6.19,NA,268.92,"93.05190311"
"12380",1,0.025,1.065,0.024,44.375,25.93359266,1510,38,1548,1548,1548,2.55,2249.83,60.08,7.72,NA,270.78,"106.1882353"
"12381",9,0.034,0.738,0.018,41,32.58285073,1508,75,1583,1583,1583,2.32,2230.65,60,7.73,NA,222.74,"96.00862069"
"12382",10,0.028,0.72,0.027,26.66666667,23.61991192,1508,38,1546,1546,1546,2.96,2229.4,59.87,3.91,NA,282.2,"95.33783784"
"12383",6,0.022,0.756,0.022,34.36363636,27.78715793,1508,46,1554,1554,1545,3.12,2275.22,60.15,8.29,NA,295.61,"94.74679487"
"12384",11,0.02,0.79,0.026,30.38461538,24.33786233,1508,37,NA,1545,1545,3.24,2279.31,60.1,4.82,NA,306.49,"94.59567901"
"12385",10,0.024,0.728,0.027,26.96296296,23.61991192,1508,42,1550,1550,1542,2.55,2275.53,59.86,8,NA,308.73,"121.0705882"
"12386",7,0.023,0.75,0.022,34.09090909,27.78715793,1508,60,1568,1568,1568,2.22,2277.15,59.67,4.28,NA,212.59,"95.76126126"
"12387",2,0.021,0.75,0.028,26.78571429,22.94811947,1508,52,1560,1560,1557,3,2275.2,59.87,6.92,NA,286.24,"95.41333333"
"12388",10,0.023,1.06,0.02,53,29.96988564,1506,35,1541,1541,1541,2.93,2277.13,60.16,5.57,NA,277.49,"94.70648464"
"12389",5,0.032,1.029,0.03,34.3,21.72572514,1506,37,1543,1543,1543,2.91,2276.87,60.06,9.51,NA,278.58,"95.73195876"
"12390",3,0.021,1.062,0.032,33.1875,20.64126415,1506,36,NA,1542,1542,3.15,2277.27,60.02,65.67,NA,299.46,"95.06666667"
"12391",8,0.017,1.052,0.02,52.6,29.96988564,1506,35,NA,1541,1541,2.98,2277.56,60,7.02,NA,283.24,"95.04697987"
"12392",11,0.023,1.005,0.018,55.83333333,32.58285073,1506,73,NA,1579,1579,2.46,2277.48,59.65,8.51,NA,255.26,"103.7642276"
"12393",11,0.026,1.025,0.023,44.56521739,26.82423957,1506,51,NA,1557,1557,2.22,2276.35,59.77,9.77,NA,213.14,"96.00900901"
"12394",12,0.029,1.02,0.024,42.5,25.93359266,1506,72,1578,1578,1582,2.4,2277.74,59.64,6.51,NA,237.68,"99.03333333"
"12395",15,0.025,1.04,0.021,49.52380952,28.83191546,1506,44,NA,1550,1550,2.71,2279.03,60.04,5.57,NA,301.7,"111.3284133"
"12396",12,0.02,1.045,0.023,45.43478261,26.82423957,1506,57,1563,1563,1563,2.77,2277.39,60.02,5.85,NA,283.5,"102.3465704"
"12397",10,0.019,1.029,0.03,34.3,21.72572514,1506,41,1547,1547,1542,2.66,2276.52,60.03,9.75,NA,303.9,"114.2481203"
"12398",4,0.021,1.052,0.03,35.06666667,21.72572514,1506,57,NA,1563,1563,2.93,2277.96,60.16,7.49,NA,315.76,"107.7679181"
"12399",14,0.016,1.026,0.019,54,31.21470086,1506,47,1553,1553,1541,2.64,2276.88,59.86,7.87,NA,311.94,"118.1590909"
"12400",9,0.021,0.747,0.023,32.47826087,26.82423957,1508,42,1550,1550,1550,2.39,2280.47,60.05,6.64,NA,227.07,"95.0083682"
"12401",10,0.024,1.042,0.024,43.41666667,25.93359266,1506,38,1544,1544,1544,2.89,2278.89,60.26,8.96,NA,273.52,"94.64359862"
"12402",10,0.023,1.01,0.024,42.08333333,25.93359266,1506,49,1555,1555,1547,3.17,2279.76,60.11,8.18,NA,300.45,"94.77917981"
"12403",10,0.021,1,0.021,47.61904762,28.83191546,1506,43,1549,1549,1549,3.03,2276.26,60.13,5.12,NA,287.82,"94.99009901"
"12404",8,0.025,1.036,0.021,49.33333333,28.83191546,1506,39,1545,1545,1545,2.54,2279.15,60.05,4.78,NA,303.72,"119.5748031"
"12405",9,0.029,1.05,0.019,55.26315789,31.21470086,1506,44,1550,1550,1550,2.39,2277.42,60.01,7.86,NA,237.75,"99.47698745"
"12406",15,0.038,0.747,0.025,29.88,25.10710746,1508,60,1568,1568,1562,2.28,2281.24,59.53,8.13,NA,222.83,"97.73245614"
"12407",9,0.022,0.733,0.035,20.94285714,19.22466134,1508,45,1553,1553,1553,2.84,2277.4,60.03,7.94,NA,270.92,"95.3943662"
"12408",11,0.031,1.043,0.023,45.34782609,26.82423957,1506,46,1552,1552,1552,2.74,2277.52,60.17,9.69,NA,312.61,"114.0912409"
"12409",10,0.023,1.04,0.021,49.52380952,28.83191546,1506,39,1545,1545,1545,2.34,2279.89,59.91,0.93,NA,225.16,"96.22222222"
"12410",15,0.025,1.044,0.018,58,32.58285073,1506,190,NA,1696,1696,2.19,2276.02,59.64,6.57,NA,210.12,"95.94520548"
"12411",10,0.027,0.726,0.023,31.56521739,26.82423957,1508,48,1556,1556,1556,2.73,2278.17,59.95,8.66,NA,294.1,"107.7289377"
"12412",3,0.023,0.774,0.023,33.65217391,26.82423957,1508,43,NA,1551,1551,3.08,2278.01,60.09,7.17,NA,293.03,"95.13961039"
"12413",9,0.024,0.91,0.026,35,24.33786233,1508,52,1560,1560,1560,3.09,2282.3,60.41,8.9,NA,292.16,"94.55016181"
"12414",3,0.022,0.77,0.022,35,27.78715793,1508,54,1562,1562,1562,2.23,2276.5,59.97,8.83,NA,212.15,"95.13452915"
"12415",13,0.015,0.765,0.023,33.26086957,26.82423957,1508,58,1566,1566,1577,2.2,2276.13,59.65,5.32,NA,212.19,"96.45"
"12416",11,0.017,0.748,0.028,26.71428571,22.94811947,1508,37,1545,1545,1545,2.58,2282.47,59.97,4.85,NA,307.28,"119.1007752"
"12417",5,0.022,1.03,0.011,93.63636364,48.15942887,1510,65,NA,1575,1575,2.24,2277.89,59.56,8.04,NA,217.24,"96.98214286"
"12418",15,0.022,0.786,0.024,32.75,25.93359266,1508,59,1567,1567,1567,2.6,2279.89,59.86,8.99,NA,301.63,"116.0115385"
