GROUP,DD,GRADE,SEQNO,P,Mn,S,Mn/S,Mn/S(critical- theoretical),START_TEMP,FINISH_TEMP,CS,Mould cooling water Flowrate,Mould Level,MCW Delta Temp,Sec  Cooling Zone flow rate
3,6,980,S05,0.023,0.740,0.034,21.76470588,19.67192734,1545,1545,3.06,2265.59,59.20,8.37,0.00
3,6,980,S10,0.031,0.746,0.026,28.69230769,24.33786233,1557,1557,3.07,2264.21,58.99,8.13,0.00
3,6,980,S14,0.028,0.745,0.027,27.59259259,23.61991192,1554,1561,3.16,2265.29,59.13,8.23,0.00
3,5,980,S19,0.017,0.743,0.033,22.51515152,20.14342540,0,1555,3.08,2266.16,59.06,7.97,0.00
3,9,980,M,0.023,0.780,0.021,37.14285714,28.83191546,0,0,2.25,2262.10,58.69,7.07,0.00
3,7,980,M,0.035,0.745,0.019,39.21052632,31.21470086,1703,1586,2.33,2261.34,58.88,9.28,0.00
3,7,980,S05,0.028,0.735,0.030,24.50000000,21.72572514,1561,1547,2.83,2258.67,58.82,8.31,0.00
3,8,980,S10,0.030,0.760,0.033,23.03030303,20.14342540,1553,1553,2.87,2260.60,59.10,8.62,0.00
3,5,909,S15,0.032,1.018,0.036,28.27777778,18.79974161,1556,1556,2.89,2256.63,58.75,8.72,0.00
3,5,909,S20,0.028,1.020,0.040,25.50000000,17.29210593,1525,1522,2.65,2255.25,58.92,8.87,0.00
3,9,909,S25,0.022,1.070,0.028,38.21428571,22.94811947,0,1545,2.54,2258.43,58.88,9.04,0.00
3,6,909,S29,0.021,0.982,0.025,39.28000000,25.10710746,1698,1552,2.53,2258.49,58.91,9.23,0.00
3,6,909,S35,0.034,1.034,0.032,32.31250000,20.64126415,1558,1558,2.72,2257.60,58.88,8.85,0.00
3,5,909,M,0.022,1.035,0.025,41.40000000,25.10710746,0,1595,2.27,2250.03,58.54,9.27,0.00
3,10,909,S05,0.024,1.069,0.030,35.63333333,21.72572514,0,0,2.94,2244.50,58.91,9.13,180.81
3,4,909,S10,0.022,1.074,0.027,39.77777778,23.61991192,1692,1544,3.03,2248.34,59.09,9.30,0.00
3,13,909,S15,0.026,1.047,0.019,55.10526316,31.21470086,1545,1545,3.34,2243.06,59.28,9.40,0.00
3,7,909,S20,0.032,1.070,0.029,36.89655172,22.31802259,1555,1555,2.87,2248.87,58.76,8.94,0.00
3,5,909,M,0.025,1.050,0.011,95.45454545,48.15942887,0,1585,2.17,2248.63,58.61,9.14,0.00
3,5,909,S05,0.035,1.042,0.028,37.21428571,22.94811947,1549,1558,2.93,2246.53,59.11,9.21,0.00
3,4,909,S10,0.023,1.110,0.027,41.11111111,23.61991192,0,1565,3.00,2246.06,58.82,9.11,0.00
3,11,909,S15,0.022,1.050,0.026,40.38461538,24.33786233,0,0,2.52,2248.56,59.03,8.35,0.00
3,8,909,S19,0.030,1.076,0.028,38.42857143,22.94811947,1566,1566,2.74,2248.56,59.32,9.33,0.00
3,13,909,S30,0.020,1.100,0.020,55.00000000,29.96988564,0,0,3.25,2247.68,58.78,9.48,0.00
3,3,909,S25,0.027,1.052,0.021,50.09523810,28.83191546,1550,1548,2.93,2245.80,58.69,9.14,0.00
3,7,980,M,0.020,0.747,0.022,33.95454545,27.78715793,0,0,2.29,2247.58,58.33,9.16,0.00
3,10,909,S15,0.029,1.035,0.023,45.00000000,26.82423957,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,8,909,S20,0.025,1.040,0.028,37.14285714,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,14,909,M,0.022,1.027,0.027,38.03703704,23.61991192,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,6,909,S05,0.031,1.046,0.028,37.35714286,22.94811947,0,0,2.72,2246.16,58.76,9.64,0.00
3,5,909,S10,0.024,1.025,0.028,36.60714286,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,8,909,S15,0.027,1.029,0.031,33.19354839,21.16780940,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,4,909,S20,0.027,1.040,0.028,37.14285714,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,10,909,S25,0.024,1.100,0.032,34.37500000,20.64126415,0,0,2.87,2246.74,55.71,9.17,0.00
3,8,909,S29,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1557,1545,2.88,2243.84,55.72,9.18,0.00
3,5,909,M,0.023,1.070,0.026,41.15384615,24.33786233,1575,1584,2.30,2244.73,55.71,8.32,0.00
3,8,980,S05,0.019,0.744,0.026,28.61538462,24.33786233,1563,1546,2.83,2246.45,56.03,0.53,0.00
3,5,909,S10,0.026,1.034,0.026,39.76923077,24.33786233,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,11,909,S15,0.025,1.064,0.028,38.00000000,22.94811947,1549,1554,2.86,2242.14,55.83,0.69,0.00
3,5,909,S20,0.037,1.008,0.028,36.00000000,22.94811947,0,1525,2.95,2243.72,55.72,0.72,0.00
3,7,909,S25,0.024,1.052,0.033,31.87878788,20.14342540,0,1535,3.04,2244.24,56.06,0.73,0.00
3,7,909,S30,0.021,1.035,0.034,30.44117647,19.67192734,0,1559,2.94,2241.25,55.98,0.62,0.00
3,5,976,M,0.024,0.994,0.026,38.23076923,24.33786233,0,1588,2.35,2244.13,55.85,7.85,0.00
3,15,909,S05,0.019,1.027,0.036,28.52777778,18.79974161,1542,1542,1.94,2243.67,56.05,7.91,0.00
3,3,980,S09,0.020,0.768,0.025,30.72000000,25.10710746,1528,1531,2.41,2242.35,56.16,7.96,0.00
3,5,980,S14,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1552,1538,2.86,2242.15,55.95,8.80,0.00
3,6,980,S20,0.018,0.752,0.025,30.08000000,25.10710746,1558,1558,2.98,2241.18,56.00,8.83,0.00
3,5,980,S25,0.025,0.780,0.030,26.00000000,21.72572514,0,0,2.50,2242.09,55.62,8.82,0.00
3,5,976,M,0.028,1.013,0.012,84.41666667,44.94691449,1594,1594,2.35,2246.83,55.62,8.50,0.00
3,11,980,S05,0.032,0.742,0.027,27.48148148,23.61991192,1563,1558,2.90,2250.24,56.20,9.05,0.00
3,2,980,S10,0.021,0.752,0.026,28.92307692,24.33786233,1554,1554,3.00,2254.46,56.06,8.62,0.00
3,7,980,S20,0.018,0.700,0.032,21.87500000,20.64126415,1539,1539,2.42,2252.40,56.08,0.70,0.00
3,8,980,S24,0.021,0.750,0.030,25.00000000,21.72572514,1566,1566,2.98,2252.98,56.02,9.19,0.00
3,6,980,S09,0.019,0.723,0.026,27.80769231,24.33786233,1554,1543,2.90,2312.19,55.68,8.55,0.00
3,8,980,S14,0.031,0.772,0.027,28.59259259,23.61991192,1548,1545,2.96,2309.79,55.99,8.98,0.00
3,6,980,S20,0.025,0.754,0.026,29.00000000,24.33786233,1560,1538,2.87,2309.70,56.34,8.88,0.00
3,5,980,S25,0.019,0.810,0.033,24.54545455,20.14342540,0,1554,2.31,2313.47,56.10,7.69,0.00
3,7,980,S30,0.033,0.741,0.029,25.55172414,22.31802259,1551,1551,2.34,2312.60,56.12,8.23,0.00
3,6,980,M,0.025,0.758,0.021,36.09523810,28.83191546,0,1575,2.27,2310.34,55.57,9.34,0.00
3,11,980,S05,0.031,0.751,0.032,23.46875000,20.64126415,1550,1697,2.60,2310.86,55.76,8.90,0.00
3,9,980,S10,0.020,0.746,0.028,26.64285714,22.94811947,0,1572,2.30,2313.08,55.81,8.47,0.00
3,0,980,S15,0.022,0.781,0.034,22.97058824,19.67192734,1550,1536,0.00,2310.43,0.00,0.64,0.00
3,0,980,S20,0.020,0.752,0.027,27.85185185,23.61991192,1558,1550,0.00,2317.39,0.00,9.43,0.00
3,0,980,S25,0.028,0.786,0.031,25.35483871,21.16780940,1562,1556,0.00,2314.00,0.00,9.74,0.00
3,0,980,S05,0.034,0.752,0.029,25.93103448,22.31802259,1570,1560,0.00,2313.05,0.00,9.19,0.00
3,0,980,S15,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1536,1536,0.00,2312.57,0.00,8.99,0.00
3,23,909,M,0.027,1.045,0.023,45.43478261,26.82423957,1576,1590,2.30,2310.43,55.34,9.10,0.00
3,6,980,S05,0.017,0.730,0.027,27.03703704,23.61991192,1561,1551,2.83,2313.68,55.93,8.78,0.00
3,6,980,S10,0.023,0.715,0.034,21.02941176,19.67192734,1564,1549,2.53,2310.79,55.99,8.47,0.00
3,4,980,S15,0.026,0.737,0.032,23.03125000,20.64126415,1574,1574,2.77,2314.55,55.93,0.64,182.14
3,5,980,S25,0.015,0.818,0.014,58.42857143,39.77262916,0,0,2.93,2312.66,56.25,8.98,182.92
3,0,980,S20,0.013,0.733,0.023,31.86956522,26.82423957,1559,1559,2.93,2312.97,56.06,9.16,182.42
3,5,980,S30,0.024,0.745,0.028,26.60714286,22.94811947,1555,1560,2.93,2318.20,55.84,8.87,0.00
3,9,980,M,0.017,0.732,0.023,31.82608696,26.82423957,0,0,2.19,2312.06,55.61,8.95,0.00
3,4,980,S05,0.020,0.690,0.031,22.25806452,21.16780940,1556,1556,2.48,2310.13,55.50,8.22,0.00
3,5,980,S10,0.027,0.745,0.021,35.47619048,28.83191546,0,0,2.94,2313.10,56.36,9.16,180.39
3,5,980,S15,0.024,0.737,0.029,25.41379310,22.31802259,1555,1550,2.95,2310.75,56.03,8.96,0.00
3,0,980,S25,0.022,0.744,0.031,24.00000000,21.16780940,1703,1545,0.00,2315.70,0.00,8.97,181.28
3,3,980,M,0.022,0.726,0.032,22.68750000,20.64126415,1590,1590,2.22,2316.31,55.63,8.68,0.00
3,5,980,S05,0.035,0.751,0.032,23.46875000,20.64126415,1560,1560,2.80,2321.64,55.99,8.67,0.00
3,5,980,S10,0.017,0.720,0.025,28.80000000,25.10710746,1552,1552,2.41,2322.64,55.79,8.57,0.00
3,4,980,S15,0.019,0.729,0.028,26.03571429,22.94811947,0,1556,2.91,2321.32,56.43,8.96,0.00
3,8,980,S20,0.019,0.762,0.027,28.22222222,23.61991192,0,0,2.79,2323.73,55.89,8.87,184.82
3,10,980,S25,0.024,0.740,0.028,26.42857143,22.94811947,0,1545,2.63,2318.74,56.11,8.67,0.00
3,6,980,M,0.033,0.780,0.021,37.14285714,28.83191546,0,1590,2.24,2319.44,55.95,8.86,0.00
3,6,980,S05,0.025,0.741,0.025,29.64000000,25.10710746,1558,1549,2.92,2319.72,56.17,8.77,0.00
3,7,980,S09,0.023,0.734,0.028,26.21428571,22.94811947,1561,1561,2.93,2315.04,55.81,8.64,190.64
3,4,980,S15,0.029,0.753,0.027,27.88888889,23.61991192,0,0,2.77,2318.09,55.91,8.81,182.36
3,6,980,S20,0.023,0.750,0.028,26.78571429,22.94811947,0,0,2.66,2318.36,55.90,8.74,0.00
3,7,980,S25,0.023,0.750,0.031,24.19354839,21.16780940,1559,1559,2.55,2319.44,56.01,8.81,0.00
3,8,980,S30,0.027,0.773,0.026,29.73076923,24.33786233,1563,1702,2.69,2317.71,55.97,9.48,180.33
3,7,980,S33,0.021,0.751,0.028,26.82142857,22.94811947,0,0,2.64,2316.27,56.06,9.01,180.22
3,11,980,M,0.028,0.732,0.028,26.14285714,22.94811947,1586,1580,2.28,2318.57,55.71,8.59,0.00
3,10,980,S05,0.025,0.960,0.020,48.00000000,29.96988564,1552,1552,2.89,2322.32,55.56,8.80,181.44
3,7,980,S15,0.025,0.747,0.026,28.73076923,24.33786233,1546,1546,2.91,2324.19,55.96,8.33,0.00
3,9,980,S20,0.033,0.764,0.035,21.82857143,19.22466134,1550,1550,2.79,2323.36,55.89,8.55,0.00
3,10,980,S24,0.033,0.752,0.029,25.93103448,22.31802259,0,0,2.74,2322.38,55.89,8.71,0.00
3,5,980,S30,0.028,0.773,0.027,28.62962963,23.61991192,0,1703,2.92,2322.93,55.93,9.23,0.00
3,8,909,M,0.022,1.048,0.027,38.81481481,23.61991192,1593,1587,2.21,2320.59,55.65,8.95,0.00
3,9,980,S05,0.030,0.733,0.035,20.94285714,19.22466134,1544,1550,2.79,2323.27,55.71,9.04,0.00
3,6,980,S10,0.027,0.750,0.028,26.78571429,22.94811947,1558,1539,2.34,2324.41,56.01,8.45,0.00
3,7,909,S25,0.020,1.030,0.013,79.23076923,42.18126779,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,9,909,S30,0.020,1.053,0.027,39.00000000,23.61991192,1553,1553,2.81,2322.25,55.84,0.69,0.00
3,22,976,M,0.020,1.000,0.021,47.61904762,28.83191546,1572,1591,2.39,2318.90,55.85,8.30,0.00
3,11,976,S01,0.021,0.991,0.023,43.08695652,26.82423957,1703,1576,2.72,2319.25,56.07,8.60,0.00
3,13,980,S05,0.018,0.720,0.016,45.00000000,35.77449321,1562,1558,2.89,2318.57,56.15,8.71,0.00
3,8,909,S10,0.015,1.016,0.023,44.17391304,26.82423957,1563,1551,2.74,2322.71,55.96,8.72,0.00
3,7,909,S15,0.024,1.040,0.023,45.21739130,26.82423957,1538,1527,2.72,2324.23,55.74,7.96,0.00
3,7,909,S29,0.037,1.043,0.027,38.62962963,23.61991192,1561,1561,2.89,2326.56,55.84,8.68,0.00
3,7,909,M,0.018,1.042,0.022,47.36363636,27.78715793,1592,1592,2.24,2321.33,55.59,8.39,0.00
3,10,909,S05,0.019,1.480,0.008,185.00000000,62.00271238,0,1540,2.80,2322.84,56.03,8.51,0.00
3,13,909,S10,0.027,1.081,0.031,34.87096774,21.16780940,1561,1561,2.79,2323.92,55.84,8.64,0.00
3,4,909,S15,0.034,1.103,0.029,38.03448276,22.31802259,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,5,909,S20,0.028,1.040,0.029,35.86206897,22.31802259,1556,1554,2.37,2324.02,55.89,8.07,0.00
3,14,909,S25,0.029,1.000,0.029,34.48275862,22.31802259,1551,1551,2.62,2331.73,55.92,8.33,0.00
3,9,980,M,0.024,0.745,0.027,27.59259259,23.61991192,0,1583,2.26,2319.37,55.88,9.04,0.00
3,6,909,S05,0.023,1.080,0.031,34.83870968,21.16780940,1556,1556,2.27,2321.54,56.01,8.27,0.00
3,11,909,S10,0.026,1.030,0.030,34.33333333,21.72572514,0,1542,2.31,2326.53,55.91,9.14,0.00
3,10,909,S14,0.037,1.051,0.027,38.92592593,23.61991192,1565,1565,2.30,2323.31,55.81,9.33,0.00
3,9,909,M,0.030,1.053,0.021,50.14285714,28.83191546,1577,1577,2.16,2317.32,55.53,9.22,0.00
3,11,909,S05,0.018,1.065,0.020,53.25000000,29.96988564,1551,1551,2.85,2316.21,55.80,9.31,0.00
3,9,909,S10,0.025,1.045,0.034,30.73529412,19.67192734,1548,1551,2.68,2319.85,55.77,9.09,0.00
3,11,909,S25,0.020,1.040,0.029,35.86206897,22.31802259,1547,1547,2.50,2316.85,56.18,8.89,0.00
3,6,980,M,0.021,0.778,0.015,51.86666667,37.65403131,1577,1582,2.28,2299.84,55.57,8.29,0.00
3,9,1071,S05,0.031,1.033,0.023,44.91304348,26.82423957,1537,1538,2.20,2305.74,55.98,7.58,0.00
3,8,909,S10,0.025,1.046,0.025,41.84000000,25.10710746,1701,1554,2.89,2304.14,55.80,8.37,0.00
3,7,909,S15,0.031,1.033,0.026,39.73076923,24.33786233,1547,1547,2.70,2306.57,56.07,8.19,0.00
3,9,909,S20,0.026,1.021,0.025,40.84000000,25.10710746,1548,1548,2.73,2302.80,55.84,8.30,0.00
3,6,980,S25,0.024,0.740,0.030,24.66666667,21.72572514,1558,1557,2.73,2300.18,56.18,8.55,0.00
3,8,909,S30,0.031,1.015,0.028,36.25000000,22.94811947,1558,1558,2.88,2309.37,56.24,8.69,0.00
3,8,909,M,0.032,1.036,0.024,43.16666667,25.93359266,1582,1586,2.33,2299.90,55.48,9.90,0.00
3,10,980,S05,0.032,0.727,0.032,22.71875000,20.64126415,1555,1534,2.84,2305.00,56.01,9.07,0.00
3,8,980,S10,0.026,0.715,0.028,25.53571429,22.94811947,1543,1543,2.65,2306.81,56.16,8.13,0.00
3,2,980,S15,0.028,0.765,0.027,28.33333333,23.61991192,1537,1544,2.58,2307.52,55.97,8.51,0.00
3,5,980,S20,0.025,0.735,0.029,25.34482759,22.31802259,1555,1555,2.89,2299.54,56.07,9.20,0.00
3,6,980,S30,0.035,0.758,0.028,27.07142857,22.94811947,1550,1546,2.81,2306.32,56.05,8.49,0.00
3,4,976,M,0.031,0.992,0.020,49.60000000,29.96988564,0,0,2.24,2308.27,55.45,8.21,0.00
3,4,980,M,0.020,0.734,0.018,40.77777778,32.58285073,1593,1593,2.25,2309.38,55.53,8.42,0.00
3,7,980,S05,0.021,0.731,0.028,26.10714286,22.94811947,1550,1533,2.06,2312.29,56.06,7.70,0.00
3,8,980,S10,0.040,0.732,0.023,31.82608696,26.82423957,0,1545,2.70,2313.55,55.99,8.12,0.00
3,2,980,S15,0.022,0.732,0.031,23.61290323,21.16780940,1563,1563,2.80,2312.03,56.02,8.18,0.00
3,2,980,S25,0.021,0.780,0.033,23.63636364,20.14342540,1548,1538,2.91,2310.64,56.10,7.90,0.00
3,3,909,S30,0.019,1.055,0.033,31.96969697,20.14342540,1561,1560,2.76,2307.51,56.15,8.33,0.00
3,7,980,M,0.027,0.757,0.028,27.03571429,22.94811947,0,0,#N/A,#N/A,#N/A,#N/A,#N/A
3,6,909,S05,0.030,1.036,0.030,34.53333333,21.72572514,0,0,2.64,2313.41,55.89,8.05,0.00
3,5,980,S10,0.022,0.753,0.024,31.37500000,25.93359266,1567,1567,2.88,2313.82,55.97,8.46,0.00
3,7,909,S25,0.018,1.049,0.020,52.45000000,29.96988564,1565,1565,2.76,2310.84,55.95,8.43,0.00
3,10,909,S30,0.023,1.040,0.022,47.27272727,27.78715793,0,0,2.68,2307.08,55.76,8.21,0.00
3,5,909,M,0.030,1.046,0.023,45.47826087,26.82423957,0,1583,2.31,2311.10,55.71,8.33,0.00
3,5,909,S05,0.022,1.046,0.024,43.58333333,25.93359266,1547,1547,2.71,2310.34,56.15,8.35,0.00
3,7,909,S10,0.015,1.068,0.019,56.21052632,31.21470086,1548,1556,2.62,2309.41,56.04,8.02,0.00
3,5,909,S15,0.027,1.028,0.026,39.53846154,24.33786233,1560,1552,2.67,2308.31,56.25,9.40,0.00
3,6,909,S20,0.031,1.024,0.027,37.92592593,23.61991192,0,0,2.74,2312.03,55.75,8.23,0.00
3,7,909,S25,0.030,1.044,0.027,38.66666667,23.61991192,0,1544,2.69,2305.12,55.90,7.83,0.00
3,10,909,S30,0.020,1.057,0.026,40.65384615,24.33786233,1549,1544,2.80,2308.93,56.01,8.04,0.00
3,6,980,M,0.018,0.773,0.024,32.20833333,25.93359266,1642,1568,2.34,2303.26,55.85,7.96,0.00
3,7,909,S10,0.025,1.040,0.026,40.00000000,24.33786233,0,0,2.87,2303.92,55.78,7.95,0.00
3,8,909,S15,0.025,1.067,0.027,39.51851852,23.61991192,0,1551,2.42,2304.36,56.27,7.94,0.00
3,5,909,S20,0.024,1.026,0.029,35.37931034,22.31802259,1545,1550,2.96,2306.34,56.36,8.10,0.00
3,12,909,S05,0.019,1.041,0.025,41.64000000,25.10710746,1542,1540,2.96,2299.00,56.51,7.93,0.00
3,7,909,S10,0.021,1.022,0.021,48.66666667,28.83191546,1544,1538,2.41,2305.24,55.95,7.31,0.00
3,5,909,S15,0.021,1.135,0.022,51.59090909,27.78715793,1548,1548,2.35,2302.57,55.72,7.24,0.00
3,3,909,S33,0.031,1.040,0.030,34.66666667,21.72572514,1552,1552,2.61,2302.65,55.86,7.42,0.00
3,12,909,M,0.024,1.074,0.020,53.70000000,29.96988564,1580,1580,2.33,2299.85,55.69,9.03,0.00
3,5,909,S05,0.026,1.045,0.022,47.50000000,27.78715793,1540,1540,2.84,2301.60,55.88,8.39,0.00
3,2,909,S10,0.023,1.039,0.028,37.10714286,22.94811947,1548,1545,2.83,2297.04,56.28,8.15,0.00
3,6,980,S15,0.029,0.951,0.028,33.96428571,22.94811947,0,1534,2.51,2301.36,56.17,0.88,0.00
3,5,909,S20,0.018,1.043,0.025,41.72000000,25.10710746,1566,1566,2.86,2300.48,56.02,8.94,0.00
3,8,909,S25,0.036,1.080,0.031,34.83870968,21.16780940,0,0,2.39,2296.98,55.77,7.58,0.00
3,4,909,S30,0.023,1.066,0.030,35.53333333,21.72572514,1558,1558,2.82,2299.37,55.93,0.61,0.00
3,5,909,M,0.029,1.064,0.032,33.25000000,20.64126415,0,1576,2.28,2297.18,55.67,8.09,0.00
3,4,980,S10,0.028,0.751,0.025,30.04000000,25.10710746,1562,1562,2.59,2301.44,55.82,7.66,0.00
3,6,980,S15,0.030,0.740,0.021,35.23809524,28.83191546,1571,1563,2.74,2299.88,56.01,8.15,0.00
3,6,980,S20,0.022,0.756,0.028,27.00000000,22.94811947,1555,1555,2.77,2298.67,56.00,7.71,0.00
3,7,980,S25,0.024,0.740,0.027,27.40740741,23.61991192,1546,1546,2.97,2299.43,55.89,7.97,0.00
3,6,980,S30,0.021,0.739,0.030,24.63333333,21.72572514,0,0,2.92,2302.36,55.90,8.05,0.00
3,10,980,M,0.019,0.753,0.023,32.73913043,26.82423957,0,1569,2.29,2298.06,55.75,8.93,0.00
3,5,980,S05,0.026,0.743,0.030,24.76666667,21.72572514,1554,1552,2.82,2301.05,55.89,8.88,0.00
3,5,980,S10,0.015,0.715,0.021,34.04761905,28.83191546,1554,1554,2.75,2301.20,56.01,8.34,0.00
3,5,980,S15,0.024,0.785,0.024,32.70833333,25.93359266,1545,1545,2.67,2299.40,56.04,0.63,0.00
3,3,980,S20,0.027,0.754,0.021,35.90476190,28.83191546,1550,1555,2.91,2297.04,56.04,7.84,0.00
3,4,980,S25,0.020,0.757,0.023,32.91304348,26.82423957,0,0,2.28,2300.59,56.08,7.36,0.00
3,10,980,S30,0.016,0.800,0.018,44.44444444,32.58285073,0,1546,2.29,2296.72,55.96,7.10,0.00
3,9,976,M,0.023,1.046,0.015,69.73333333,37.65403131,1581,1581,2.45,2299.17,56.06,7.46,0.00
3,9,980,S05,0.023,0.744,0.023,32.34782609,26.82423957,1562,1548,2.47,2294.97,56.22,7.46,0.00
3,0,980,S15,0.021,0.750,0.020,37.50000000,29.96988564,1550,1542,3.88,2299.60,0.00,7.66,0.00
3,5,980,M,0.014,0.748,0.014,53.42857143,39.77262916,0,1565,2.25,2295.77,55.72,7.80,0.00
3,7,980,S10,0.026,0.734,0.026,28.23076923,24.33786233,1554,1643,2.78,2299.63,55.97,7.91,0.00
3,5,980,S15,0.025,0.742,0.032,23.18750000,20.64126415,1566,1557,2.46,2302.34,56.08,7.52,0.00
3,7,980,S30,0.035,0.768,0.032,24.00000000,20.64126415,1533,1527,2.82,2306.49,56.15,7.47,0.00
3,13,980,M,0.022,0.747,0.020,37.35000000,29.96988564,1575,1575,2.29,2312.92,55.64,8.42,0.00
3,10,980,S15,0.025,0.742,0.028,26.50000000,22.94811947,1558,1553,2.90,2317.92,55.85,7.78,180.40
3,9,980,S20,0.021,0.744,0.026,28.61538462,24.33786233,0,0,2.79,2310.96,55.77,7.57,0.00
3,8,980,S25,0.022,0.790,0.028,28.21428571,22.94811947,1554,1553,2.77,2316.79,56.11,7.93,0.00
3,7,980,S30,0.024,0.756,0.026,29.07692308,24.33786233,0,1549,2.82,2315.47,56.08,8.34,184.17
3,7,980,S10,0.024,0.752,0.031,24.25806452,21.16780940,1548,1548,2.93,2318.34,56.09,7.89,189.87
3,5,980,S20,0.019,0.793,0.027,29.37037037,23.61991192,1700,1556,2.41,2312.17,56.04,8.78,0.00
3,7,980,S30,0.023,0.764,0.027,28.29629630,23.61991192,1553,1536,2.37,2318.66,56.07,8.38,0.00
3,10,980,S05,0.017,0.785,0.018,43.61111111,32.58285073,1531,1703,2.63,2316.57,56.10,8.19,189.12
3,7,980,S09,0.038,0.790,0.033,23.93939394,20.14342540,1529,1536,2.79,2313.14,56.23,8.34,0.00
3,15,980,M,0.020,0.757,0.022,34.40909091,27.78715793,1572,1580,2.32,2314.43,55.94,8.48,0.00
3,7,980,S05,0.033,0.746,0.029,25.72413793,22.31802259,0,1597,2.59,2316.72,56.36,8.46,0.00
3,8,980,S10,0.024,0.689,0.026,26.50000000,24.33786233,0,1562,2.58,2316.14,55.99,8.30,0.00
3,3,980,S15,0.029,0.756,0.023,32.86956522,26.82423957,1554,1554,2.40,2312.23,55.94,8.46,195.25
3,7,980,S20,0.023,0.730,0.027,27.03703704,23.61991192,1541,1537,2.96,2314.65,55.82,8.47,194.23
3,5,980,S25,0.020,0.741,0.021,35.28571429,28.83191546,1559,1559,2.77,2315.23,55.77,8.32,181.95
3,6,980,S29,0.023,0.787,0.035,22.48571429,19.22466134,1565,1565,2.35,2314.09,56.07,7.60,0.00
3,7,980,S06,0.018,0.725,0.026,27.88461538,24.33786233,1697,1550,2.25,2314.97,56.27,7.67,0.00
3,8,980,S14,0.022,0.734,0.028,26.21428571,22.94811947,1565,1565,2.75,2316.41,56.05,8.32,0.00
3,7,980,S20,0.025,0.862,0.036,23.94444444,18.79974161,1546,1553,2.50,2318.53,55.83,7.83,0.00
3,4,980,S29,0.034,0.803,0.027,29.74074074,23.61991192,1556,1556,2.69,2315.26,56.08,7.98,180.97
3,13,909,M,0.032,1.046,0.016,65.37500000,35.77449321,0,0,2.27,2313.09,55.48,8.52,181.63
3,8,980,S05,0.032,0.723,0.028,25.82142857,22.94811947,1560,1560,2.81,2315.68,56.03,8.19,192.45
3,0,980,S06,0.027,0.733,0.026,28.19230769,24.33786233,0,0,2.74,2316.55,56.02,8.25,191.95
3,5,909,S15,0.023,1.067,0.023,46.39130435,26.82423957,1565,1565,2.49,2316.80,55.64,8.30,0.00
3,2,909,S05,0.027,1.078,0.029,37.17241379,22.31802259,1558,1532,2.84,2316.13,55.79,8.43,187.11
3,8,909,S10,0.031,1.007,0.023,43.78260870,26.82423957,1543,1533,2.38,2316.37,56.01,7.64,0.00
3,7,909,S15,0.029,1.057,0.024,44.04166667,25.93359266,1563,1552,2.72,2317.88,56.02,8.28,0.00
3,7,909,S20,0.025,1.035,0.015,69.00000000,37.65403131,1559,1559,2.68,2318.42,56.10,8.34,180.63
3,10,909,M,0.029,1.040,0.019,54.73684211,31.21470086,0,1565,2.36,2311.19,55.79,8.75,0.00
3,4,909,S01,0.029,1.043,0.026,40.11538462,24.33786233,0,1541,2.77,2314.18,55.86,8.38,0.00
3,7,909,S05,0.031,1.033,0.026,39.73076923,24.33786233,0,0,2.65,2316.18,56.12,8.53,191.47
3,7,909,S10,0.000,0.000,0.000,#DIV/0!,#DIV/0!,1552,1552,2.56,2312.55,55.84,7.84,0.00
3,3,909,S15,0.027,1.023,0.029,35.27586207,22.31802259,1556,1556,2.67,2311.63,55.95,7.61,0.00
3,8,909,M,0.031,1.070,0.029,36.89655172,22.31802259,1573,1573,2.15,2309.44,55.79,8.34,0.00
3,17,909,M,0.028,1.028,0.029,35.44827586,22.31802259,0,1695,2.52,2317.44,55.83,7.90,0.00
3,11,909,S03,0.034,1.044,0.020,52.20000000,29.96988564,1551,1549,2.74,2318.52,55.92,8.16,181.02
3,4,909,S08,0.018,1.040,0.028,37.14285714,22.94811947,0,0,2.94,2322.27,56.30,8.41,198.48
3,16,909,S13,0.020,1.050,0.031,33.87096774,21.16780940,1555,1555,3.00,2322.41,56.05,8.78,197.14
3,10,909,M,0.035,1.055,0.017,62.05882353,34.09448306,1582,1703,2.32,2317.70,55.84,8.12,0.00
3,11,980,S05,0.030,0.754,0.027,27.92592593,23.61991192,1703,1550,2.43,2321.51,56.01,8.24,0.00
3,9,980,S10,0.024,0.715,0.035,20.42857143,19.22466134,1558,1558,2.33,2316.38,55.88,8.05,0.00
3,2,980,S15,0.026,0.779,0.028,27.82142857,22.94811947,0,1550,2.21,2322.99,55.96,7.86,190.03
