"","dd","p","mn","s","mn_s","mn_s_t","l_temp","s_temp","super_heat","tt","f_temp","cs","mcwf","mould_level","mcwd_temp","new_var","sczfr","m_factor"
"11678",6,0.013,0.724,0.023,31.47826087,26.82423957,1508,1554,46,1554,1554,2.91,2387.42,62.04,8.5,29288967.01,275.4,94.63917526
"11679",8,0.022,0.742,0.021,35.33333333,28.83191546,1508,NA,57,1565,1565,2.21,2366.63,61.47,7.04,31663581.83,212.27,96.04977376
"11680",6,0.025,0.74,0.03,24.66666667,21.72572514,1508,1552,44,1552,1554,2.89,2377.35,62.03,5.76,19900640.55,273.15,94.51557093
"11681",11,0.018,0.8,0.029,27.5862069,22.31802259,1508,1553,45,1553,1550,2.72,2380.47,61.86,6.9,25362507.57,258.78,95.13970588
"11682",8,0.027,0.725,0.019,38.15789474,31.21470086,1508,1563,55,1563,1581,2.27,2358.39,61.45,8.35,36435567.09,216.12,95.20704846
"11683",8,0.015,0.745,0.019,39.21052632,31.21470086,1508,1553,45,1553,1554,2.91,2360.83,61.99,8.42,28690169.11,276.51,95.02061856
"11684",11,0.043,0.728,0.032,22.75,20.64126415,1508,1545,37,1545,1692,2.23,2356.75,61.85,9.1,40392369.96,213.38,95.68609865
"11685",8,0.02,0.774,0.024,32.25,25.93359266,1508,1550,42,1550,1544,2.84,2358.28,61.98,9.59,33446056.99,269.88,95.02816901
"11686",7,0.014,0.74,0.026,28.46153846,24.33786233,1508,1555,47,1555,1555,2.79,2360.76,61.83,7.18,25516515.61,265.99,95.33691756
"11687",6,0.021,0.742,0.02,37.1,29.96988564,1508,NA,66,1574,1574,2.15,2350.4,61.32,8.49,38981657.3,205.98,95.80465116
"11688",6,0.031,0.842,0.021,40.0952381,28.83191546,1508,NA,40,1548,1548,3.03,2360.91,62.32,6.83,22351506.36,278.36,91.8679868
"11689",8,0.029,0.733,0.023,31.86956522,26.82423957,1508,NA,48,1556,1556,2.24,2359.13,62.07,9.16,40518057.75,212.59,94.90625
"11690",7,0.021,0.755,0.018,41.94444444,32.58285073,1508,1565,57,1565,1561,2.76,2361.35,61.98,6.8,24434839.13,261.86,94.87681159
"11691",6,0.022,0.77,0.028,27.5,22.94811947,1508,NA,50,1558,1558,3.11,2353.18,61.86,7.02,22309054.38,286.06,91.9807074
"11692",9,0.019,0.72,0.028,25.71428571,22.94811947,1508,NA,62,1570,1570,2.36,2355.85,61.06,5.65,23688271.4,223.32,94.62711864
"11693",13,0.029,1.146,0.027,42.44444444,23.61991192,1508,NA,41,1549,1549,2.68,2358.93,62.23,9.72,35933193.4,254.55,94.98134328
"11694",6,0.017,0.754,0.03,25.13333333,21.72572514,1508,1555,47,1555,1555,2.81,2358.26,62.01,7.16,25237578.19,265.82,94.59786477
"11695",12,0.02,0.754,0.025,30.16,25.10710746,1508,NA,57,1565,1565,3.14,2359.98,61.72,7.31,23075192.98,285.98,91.07643312
"11696",6,0.016,1.087,0.021,51.76190476,28.83191546,1510,1555,45,1555,1544,3.28,2357.14,62.04,6.34,19135952.41,284.38,86.70121951
"11697",4,0.033,0.748,0.014,53.42857143,39.77262916,1508,1560,52,1560,1564,3.2,2363.1,62.24,8.23,25525910.81,283.15,88.484375
"11698",8,0.019,0.73,0.024,30.41666667,25.93359266,1508,1555,47,1555,1555,3.12,2358.92,61.95,8.55,27150261.92,281.9,90.3525641
"11699",12,0.022,0.72,0.024,30,25.93359266,1508,1572,64,1572,1577,2.24,2355.13,61.66,8.86,39124597.13,216.29,96.55803571
"11700",10,0.018,0.735,0.026,28.26923077,24.33786233,1508,1554,46,1554,1547,2.99,2362.05,62.06,7.83,25979390.07,279,93.31103679
"11701",7,0.014,0.72,0.02,36,29.96988564,1508,1552,44,1552,1552,3.11,2355.94,61.83,7.78,24753278.28,286.73,92.19614148
"11702",6,0.021,0.752,0.018,41.77777778,32.58285073,1508,1557,49,1557,1552,3.05,2359.56,61.91,7.29,23686887.9,286.76,94.01967213
"11703",4,0.022,0.734,0.022,33.36363636,27.78715793,1508,1560,52,1560,1555,2.51,2356.43,62.09,9.91,39075430.06,238.07,94.84860558
"11704",6,0.017,0.72,0.024,30,25.93359266,1508,1550,42,1550,1550,2.43,2357.28,62.04,6.84,27868288,230.88,95.01234568
"11705",7,0.014,0.772,0.018,42.88888889,32.58285073,1508,NA,48,1556,1556,3.12,2358.65,57.2,4.89,15526267.21,290.2,93.01282051
"11706",6,0.017,0.748,0.018,41.55555556,32.58285073,1508,1552,44,1552,1552,3.09,2360.02,56.91,4.77,15301178.21,284.36,92.02588997
"11707",7,0.017,0.743,0.023,32.30434783,26.82423957,1508,NA,38,1546,1546,2.51,2353.49,57.01,7.71,30362833.94,238.15,94.88047809
"11708",8,0.011,0.749,0.024,31.20833333,25.93359266,1508,NA,39,1547,1547,2.6,2362.25,56.68,7.81,29802509.42,248.59,95.61153846
"11709",8,0.016,0.764,0.024,31.83333333,25.93359266,1508,NA,50,1558,1558,2.47,2359.89,56.8,6.76,27126314.53,235.41,95.30769231
"11710",8,0.019,0.722,0.024,30.08333333,25.93359266,1508,1563,55,1563,1566,2.25,2355.36,56.3,6.77,29765469.44,215.21,95.64888889
"11711",7,0.014,0.733,0.027,27.14814815,23.61991192,1508,1699,191,1699,1499,3.01,2366.83,58.18,6.98,23051823.35,284.75,94.6013289
"11712",5,0.023,0.71,0.022,32.27272727,27.78715793,1508,1544,36,1544,1550,3,2364.99,57.9,8.36,27679842.96,285.13,95.04333333
"11713",9,0.021,0.73,0.024,30.41666667,25.93359266,1508,1563,55,1563,1563,3.13,2364.6,57.63,7.58,24050928.31,293.71,93.8370607
"11714",9,0.018,0.78,0.026,30,24.33786233,1508,1523,15,1523,1523,3.23,2361.44,58.03,7.27,22323284.51,284.99,88.23219814
"11715",11,0.023,0.738,0.018,41,32.58285073,1508,1581,73,1581,1581,2.26,2359.49,57.41,9.37,41086446.66,218.84,96.83185841
"11716",12,0.021,0.706,0.024,29.41666667,25.93359266,1508,1552,44,1552,1560,2.7,2361.05,57.37,7.27,26700852.11,259.5,96.11111111
"11717",6,0.013,0.747,0.014,53.35714286,39.77262916,1508,1552,44,1552,1553,2.63,2358.39,56.94,8.96,33745601.7,250.03,95.06844106
"11718",7,0.024,1.03,0.025,41.2,25.10710746,1506,1539,33,1539,1530,2.43,2361.46,57.96,7.43,30325811.01,230.46,94.83950617
"11719",7,0.014,0.73,0.022,33.18181818,27.78715793,1508,NA,41,1549,1549,2.47,2363.64,57.06,5.21,20939745.13,235.2,95.22267206
"11720",6,0.019,0.72,0.026,27.69230769,24.33786233,1508,1543,35,1543,1543,3.09,2361.62,62.21,8.59,27573633.13,282.58,91.44983819
"11721",5,0.025,0.73,0.013,56.15384615,42.18126779,1506,1573,67,1573,1573,2.2,2356.92,61.4,6.87,30912077.13,211.27,96.03181818
"11722",6,0.02,1.04,0.024,43.33333333,25.93359266,1506,1546,40,1546,1550,2.94,2363.27,62.08,6.56,22147216,278.5,94.72789116
"11723",8,0.013,1.04,0.017,61.17647059,34.09448306,1506,1556,50,1556,1557,2.84,2362.69,61.86,8.1,28302364.01,270.85,95.36971831
"11724",9,0.024,1.033,0.017,60.76470588,34.09448306,1506,1562,56,1562,1695,2.72,2365.5,62.08,4.13,15085280.51,257.12,94.52941176
"11725",8,0.017,1.132,0.027,41.92592593,23.61991192,1506,1550,44,1550,1534,2.85,2364.02,62.02,7.98,27800875.2,270.64,94.96140351
"11726",10,0.022,1.064,0.02,53.2,29.96988564,1506,1561,55,1561,1561,2.84,2363.91,62.02,9.55,33386066.94,269.79,94.99647887
"11727",9,0.017,1.025,0.017,60.29411765,34.09448306,1506,NA,45,1551,1551,3.11,2366.3,62.04,8.77,28025818.07,284.89,91.60450161
"11728",12,0.012,0.72,0.021,34.28571429,28.83191546,1508,1575,67,1575,1580,2.29,2358.02,61.59,9.63,41647369.83,219.88,96.01746725
"11729",5,0.017,1.04,0.018,57.77777778,32.58285073,1506,1544,38,1544,1548,3.09,2352.74,61.99,8.31,26574540.93,286.31,92.65695793
"11730",7,0.017,1.05,0.019,55.26315789,31.21470086,1506,1574,68,1574,1574,2.2,2352.93,61.72,9.16,41146328.62,211.35,96.06818182
"11731",10,0.015,1.18,0.026,45.38461538,24.33786233,1506,1550,44,1550,1550,2.76,2359.76,61.9,7.17,25747033.57,263.28,95.39130435
"11732",10,0.015,1.057,0.032,33.03125,20.64126415,1506,1696,190,1696,1542,2.55,2361.47,62,71.37,277592187.6,241.68,94.77647059
"11733",9,0.023,1.01,0.017,59.41176471,34.09448306,1506,1552,46,1552,1552,2.53,2361.72,61.88,6.57,25758617.26,240.35,95
"11734",6,0.019,1.03,0.026,39.61538462,24.33786233,1506,1573,67,1573,1571,2.27,2353.65,61.61,7.09,30875325.86,224.22,98.7753304
"11735",5,0.011,1.066,0.024,44.41666667,25.93359266,1506,NA,23,1529,1529,2.53,2364.79,61.91,9.91,38904066.95,240.85,95.19762846
"11736",4,0.024,1.14,0.019,60,31.21470086,1506,1558,52,1558,1558,3.25,2366.74,61.98,5.44,16638546.31,289.38,89.04
"11737",9,0.022,1.035,0.019,54.47368421,31.21470086,1506,1552,46,1552,1552,2.85,2363.44,61.95,7.17,24972853.39,271.03,95.09824561
"11738",6,0.022,1.07,0.026,41.15384615,24.33786233,1506,1558,52,1558,1549,2.74,2362.61,62.13,9.2,33317974.6,259.95,94.87226277
"11739",8,0.024,1.036,0.024,43.16666667,25.93359266,1506,1586,80,1586,1592,2.2,2352.05,61.55,71.08,319168908.5,210.96,95.89090909
"11740",15,0.02,1.036,0.017,60.94117647,34.09448306,1506,1559,53,1559,1559,3.04,2361.41,61.94,8.87,28938147.41,284.1,93.45394737
"11741",10,0.027,1.048,0.022,47.63636364,27.78715793,1506,1561,55,1561,1561,3.07,2356.04,62.32,7.21,23239610.19,282.29,91.95114007
"11742",11,0.013,1.025,0.018,56.94444444,32.58285073,1506,1551,45,1551,1542,2.67,2357.42,61.91,9.1,33745540.22,252.63,94.61797753
"11743",9,0.023,0.72,0.021,34.28571429,28.83191546,1508,1560,52,1560,1558,3,2355.12,61.96,6.81,22453714.08,282.22,94.07333333
"11744",6,0.014,0.753,0.024,31.375,25.93359266,1508,1547,39,1547,1547,2.8,2363.05,61.89,7.53,26690649.75,266.72,95.25714286
"11745",7,0.025,0.765,0.019,40.26315789,31.21470086,1508,1561,53,1561,1561,2.52,2361.1,62.11,5.22,20541570,238.29,94.55952381
"11746",9,0.018,0.72,0.022,32.72727273,27.78715793,1508,1535,27,1535,1536,2.72,2361.06,61.77,7.66,27926478.79,260.98,95.94852941
"11747",15,0.018,1.01,0.033,30.60606061,20.1434254,1506,1559,53,1559,1559,2.32,2254.79,61.95,10.17,41513405.2,220.86,95.19827586
"11748",12,0.016,0.745,0.021,35.47619048,28.83191546,1508,1565,57,1565,1554,2.89,2257.91,62.13,4.77,15652238.39,273.75,94.72318339
"11749",17,0.014,0.74,0.028,26.42857143,22.94811947,1508,1550,42,1550,1550,2.81,2258.35,62.18,7.91,26699965.73,266.68,94.90391459
"11750",7,0.021,0.982,0.027,36.37037037,23.61991192,1510,NA,57,1567,1567,2.4,2259.32,61.73,5.93,23446093.3,230.84,96.18333333
"11751",17,0.023,0.747,0.029,25.75862069,22.31802259,1508,1554,46,1554,1554,2.73,2262.53,61.99,7.36,25618801.23,258.93,94.84615385
"11752",6,0.015,0.734,0.03,24.46666667,21.72572514,1508,1543,35,1543,1547,3.07,2259.76,62.05,9.72,30049655.45,284.49,92.66775244
"11753",15,0.04,0.718,0.022,32.63636364,27.78715793,1508,1553,45,1553,1553,2.63,2259.67,61.89,4.66,16816068.91,249.66,94.92775665
"11754",14,0.022,1.02,0.021,48.57142857,28.83191546,1510,1580,70,1580,1580,2.31,2258.94,61.66,5.89,24191193.82,221.45,95.86580087
"11755",16,0.024,1.028,0.03,34.26666667,21.72572514,1506,1550,44,1550,1550,3.13,2256.09,61.85,8.2,24824197.96,287.85,91.96485623
"11756",11,0.018,1.015,0.024,42.29166667,25.93359266,1506,1578,72,1578,1578,2.24,2258.34,61.58,9.11,38575270.13,214.77,95.87946429
"11757",9,0.02,1.012,0.028,36.14285714,22.94811947,1506,1546,40,1546,1546,3.12,2257.14,62,0.24,729229.8462,290.42,93.08333333
"11758",11,0.021,0.985,0.02,49.25,29.96988564,1506,1578,72,1578,1584,2.33,2299.78,61.83,6.54,27111741.22,224.59,96.39055794
"11759",13,0.028,1.025,0.02,51.25,29.96988564,1506,NA,50,1556,1556,2.11,2305.33,61.97,7.16,32855869.08,200.36,94.95734597
"11760",8,0.032,1.02,0.018,56.66666667,32.58285073,1506,NA,30,1536,1536,2.96,2301.38,62.03,7.29,23805288.12,281.18,94.99324324
"11761",7,0.028,1.024,0.027,37.92592593,23.61991192,1506,1557,51,1557,1556,2.46,2298.27,61.8,8.82,34608582.88,234.18,95.19512195
"11762",10,0.022,1.102,0.026,42.38461538,24.33786233,1506,1559,53,1559,1556,2.36,2301.46,62.18,1.02,4177735.017,224,94.91525424
"11763",15,0.023,1.03,0.026,39.61538462,24.33786233,1506,1552,46,1552,1552,2.59,2301.45,61.65,7.28,27169550.27,250.46,96.7027027
"11764",10,0.024,1.02,0.023,44.34782609,26.82423957,1506,1557,51,1557,1546,2.58,2298.8,62.04,7.96,29788171.16,245.64,95.20930233
"11765",11,0.021,1.03,0.024,42.91666667,25.93359266,1506,NA,58,1564,1564,2.57,2299.54,61.93,5.6,21044817.43,244.82,95.26070039
"11766",7,0.025,1.04,0.019,54.73684211,31.21470086,1506,1560,54,1560,1560,2.93,2301.78,62.19,6.88,22700421.46,277.13,94.58361775
"11767",8,0.019,1.05,0.031,33.87096774,21.1678094,1506,NA,49,1555,1555,2.84,2297.72,62.02,10.08,34252209.13,269.99,95.06690141
"11768",12,0.021,0.78,0.028,27.85714286,22.94811947,1506,1559,53,1559,1559,2.46,2301.11,61.89,7.45,29268996.71,234.42,95.29268293
"11769",9,0.015,0.72,0.025,28.8,25.10710746,1508,1541,33,1541,1541,2.6,2296.56,62.2,9.59,35577247.57,246.29,94.72692308
"11770",16,0.02,0.76,0.023,33.04347826,26.82423957,1508,1587,79,1587,1587,2.24,2300.77,61.52,8.89,38350959.94,215.82,96.34821429
"11771",9,0.02,0.785,0.019,41.31578947,31.21470086,1508,1569,61,1569,1569,2.78,2302.03,61.98,0.45,1565049.173,264.47,95.13309353
"11772",4,0.014,0.785,0.025,31.4,25.10710746,1508,1527,19,1527,1527,3.9,2298.77,61.76,9.53,23592453.34,282.16,72.34871795
"11773",8,0.025,0.756,0.021,36,28.83191546,1508,1572,64,1572,1572,2.32,2313.04,61.61,9.77,40910898,222.37,95.84913793
"11774",10,0.026,0.762,0.023,33.13043478,26.82423957,1508,1567,59,1567,1567,2.74,2316.33,61.88,7.9,28049572.77,260.43,95.04744526
"11775",8,0.013,0.73,0.022,33.18181818,27.78715793,1508,1550,42,1550,1550,3.1,2315.98,62.29,7.83,24568812.35,291.9,94.16129032
"11776",5,0.015,0.706,0.018,39.22222222,32.58285073,1508,NA,54,1562,1562,2.81,2324.21,61.74,7.28,25290051.59,268.43,95.52669039
"11777",8,0.016,0.765,0.015,51,37.65403131,1508,NA,43,1551,1551,2.73,2310.53,62.07,7.11,25273643.54,258.38,94.64468864
"11778",6,0.017,0.743,0.018,41.27777778,32.58285073,1508,NA,48,1556,1556,2.78,2315.96,62.28,7.87,27536597.78,262.28,94.34532374
"11779",8,0.015,0.725,0.022,32.95454545,27.78715793,1508,1563,55,1563,1556,2.77,2316.29,61.94,7.08,24865414.96,263.87,95.2599278
"11780",7,0.013,0.74,0.019,38.94736842,31.21470086,1508,1695,187,1695,1582,2.28,2376.54,61.7,9.91,43384363.11,217.7,95.48245614
"11781",7,0.015,0.75,0.025,30,25.10710746,1508,1566,58,1566,1566,3.05,2382.51,61.68,8.62,28280784.28,291.38,95.53442623
"11782",9,0.021,0.762,0.023,33.13043478,26.82423957,1508,1552,44,1552,1552,2.94,2377.89,62.05,8.45,28704529.29,278.71,94.79931973
"11783",4,0.015,0.723,0.034,21.26470588,19.67192734,1508,NA,51,1559,1559,3,2376.63,61.91,9.48,31542633.36,285.64,95.21333333
"11784",8,0.023,0.74,0.027,27.40740741,23.61991192,1508,1547,39,1547,1543,3.02,2375.9,62.14,7.07,23360918.74,286.38,94.82781457
"11785",7,0.024,0.722,0.03,24.06666667,21.72572514,1508,1551,43,1551,1551,3.09,2374.19,62.13,6.97,22492568.95,293.64,95.02912621
"11786",8,0.014,0.707,0.02,35.35,29.96988564,1508,NA,32,1540,1540,3.05,2375.54,61.84,7.72,25253937.36,291.22,95.48196721
"11787",11,0.024,1.06,0.024,44.16666667,25.93359266,1506,1600,94,1600,1600,2.45,2385.97,61.5,5.31,21719144.06,234.14,95.56734694
"11788",6,0.023,1.036,0.025,41.44,25.10710746,1506,NA,57,1563,1563,3.08,2386.73,61.98,7.5,24409738.64,292.97,95.12012987
"11789",8,0.016,0.732,0.029,25.24137931,22.31802259,1508,1553,45,1553,1552,3.07,2380.72,62.01,8.14,26512070.15,291.76,95.03583062
"11790",9,0.014,0.71,0.016,44.375,35.77449321,1508,1566,58,1566,1559,3.23,2338.43,62.08,10.1,30710898.02,281.18,87.05263158
"11791",10,0.019,1.02,0.02,51,29.96988564,1506,1562,56,1562,1544,3.06,2344.3,62,9.84,31661840,290.49,94.93137255
"11792",11,0.014,1.02,0.016,63.75,35.77449321,1506,NA,45,1551,1551,3.21,2343.71,62.05,8.57,26280217.36,293.09,91.30529595
"11793",16,0.02,1.03,0.018,57.22222222,32.58285073,1506,1550,44,1550,1552,2.98,2343.27,61.93,9.11,30086643.2,283.66,95.18791946
"11794",8,0.017,1.065,0.021,50.71428571,28.83191546,1506,1563,57,1563,1563,3.08,2339.97,62.15,6.29,20070560.86,292.14,94.85064935
"11795",3,0.028,1.07,0.015,71.33333333,37.65403131,1506,NA,82,1588,1588,2.7,2353.47,59.4,8.59,31447589.13,237.56,87.98518519
"11796",4,0.021,1.05,0.025,42,25.10710746,1506,1553,47,1553,1553,3.05,2342.88,62.03,7.01,22616089.5,283.01,92.79016393
"11797",8,0.025,0.726,0.019,38.21052632,31.21470086,1508,1552,44,1552,1550,3.18,2342.63,62.24,5.8,17945429.81,294.98,92.76100629
"11798",9,0.022,1.04,0.025,41.6,25.10710746,1506,1547,41,1547,1537,3.13,2344.21,62.02,7.18,22585302.48,296.47,94.71884984
"11799",6,0.027,1.06,0.018,58.88888889,32.58285073,1506,1540,34,1540,1540,3.08,2339.4,62.32,7.6,24244690.91,290.32,94.25974026
"11800",7,0.026,1.07,0.03,35.66666667,21.72572514,1506,1545,39,1545,1545,2.88,2339.8,62.16,4.31,14706617.92,272.68,94.68055556
"11801",4,0.017,0.76,0.014,54.28571429,39.77262916,1508,NA,23,1531,1531,2.94,2342.95,62.16,8.78,29387287.14,278.6,94.76190476
"11802",4,0.022,0.767,0.019,40.36842105,31.21470086,1508,1545,37,1545,1545,3.18,2342.76,61.94,6.03,18658094.26,295.42,92.89937107
"11803",5,0.016,0.96,0.024,40,25.93359266,1510,1559,49,1559,1567,3,2337.62,61.92,5.53,18097854.04,285.27,95.09
"11804",6,0.014,0.73,0.02,36.5,29.96988564,1508,1551,43,1551,1561,3.08,2333.81,61.83,4.65,14798477.05,292.96,95.11688312
"11805",4,0.019,0.725,0.027,26.85185185,23.61991192,1508,1544,36,1544,1544,3.14,2337.4,61.61,6.58,20572097.58,292.73,93.22611465
"11806",8,0.03,0.71,0.019,37.36842105,31.21470086,1508,NA,46,1554,1554,3.39,2333.78,62.16,6.85,19806150.62,296.84,87.56342183
"11807",10,0.015,0.73,0.021,34.76190476,28.83191546,1508,1552,44,1552,1552,2.72,2337.09,56.99,4.08,14723667,259.02,95.22794118
"11808",7,0.014,0.751,0.018,41.72222222,32.58285073,1508,NA,66,1574,1574,2.28,2337.84,56.47,6.89,29672111.37,219.77,96.39035088
"11809",7,0.018,0.749,0.023,32.56521739,26.82423957,1508,1564,56,1564,1564,3.1,2335.6,56.43,4.42,13986476.9,293.4,94.64516129
"11810",4,0.017,0.7,0.018,38.88888889,32.58285073,1508,1558,50,1558,1540,3.19,2342.78,57.17,8.37,25817582.48,296.35,92.89968652
"11811",5,0.035,0.82,0.022,37.27272727,27.78715793,1508,1550,42,1550,1545,3.11,2343.47,57.01,5.99,18957240.6,295.1,94.88745981
"11812",9,0.021,0.752,0.02,37.6,29.96988564,1508,NA,44,1552,1552,2.85,2344.34,57.11,9.01,31127899.75,270.49,94.90877193
"11813",9,0.022,0.69,0.014,49.28571429,39.77262916,1508,1572,64,1572,1563,2.77,2336.98,57.17,8.79,31146796.98,262.28,94.68592058
"11814",7,0.015,0.702,0.025,28.08,25.10710746,1508,1548,40,1548,1548,2.76,2339.05,57,6.7,23848140.22,262.17,94.98913043
"11815",7,0.025,0.734,0.022,33.36363636,27.78715793,1508,1530,22,1530,1545,2.87,2332.13,56.9,6.99,23855983.46,272.75,95.03484321
"11816",8,0.026,0.745,0.016,46.5625,35.77449321,1508,1573,65,1573,1573,2.28,2335.01,56.7,5.37,23098164.71,217.75,95.50438596
"11817",6,0.016,0.7,0.015,46.66666667,37.65403131,1508,1567,59,1567,1561,2.93,2336.73,57.02,7.61,25490294.97,277.83,94.8225256
"11818",6,0.032,0.743,0.025,29.72,25.10710746,1508,1563,55,1563,1560,3.08,2339.22,57.12,6.76,21563355.27,293.19,95.19155844
"11819",6,0.025,0.75,0.019,39.47368421,31.21470086,1508,1561,53,1561,1555,3.06,2338.48,56.86,7.69,24682427.14,290.67,94.99019608
"11820",6,0.018,0.79,0.013,60.76923077,42.18126779,1508,NA,31,1539,1539,2.97,2342.1,56.97,8.75,28980530.3,283.13,95.32996633
"11821",10,0.018,0.75,0.024,31.25,25.93359266,1508,1548,40,1548,1532,3.12,2340.39,57.3,9.82,30938155.5,294.61,94.42628205
"11822",10,0.014,0.74,0.01,74,51.94243253,1508,1557,49,1557,1557,2.7,2368.48,56.97,7.04,25937487.64,256.43,94.97407407
"11823",7,0.015,0.7,0.022,31.81818182,27.78715793,1508,1553,45,1553,1556,2.93,2363.75,56.79,5.8,19652201.37,278.37,95.00682594
"11824",10,0.024,0.712,0.018,39.55555556,32.58285073,1508,1553,45,1553,1555,2.71,2369.5,57.09,6.33,23245581.92,256.55,94.66789668
"11825",14,0.016,0.742,0.019,39.05263158,31.21470086,1508,1538,30,1538,1535,3.1,2367.1,56.88,4.84,15522067.35,279.57,90.18387097
"11826",14,0.022,0.743,0.022,33.77272727,27.78715793,1508,1553,45,1553,1540,3.18,2366.81,57.15,7.63,23851192.85,272.66,85.74213836
"11827",19,0.021,0.71,0.025,28.4,25.10710746,1508,NA,73,1581,1581,2.27,2364.65,56.68,8.98,39288607.67,218.39,96.20704846
"11828",18,0.018,0.721,0.028,25.75,22.94811947,1508,1557,49,1557,1493,2.62,2365.99,57.03,6.83,25904881.35,249.05,95.05725191
"11829",17,0.021,0.789,0.028,28.17857143,22.94811947,1508,1536,28,1536,1535,2.86,2371.63,56.9,8.4,29255631.61,271.7,95
"11830",6,0.02,0.753,0.018,41.83333333,32.58285073,1508,1566,58,1566,1579,2.27,2401.54,56.72,7.69,34169576.62,217.46,95.79735683
"11831",7,0.022,0.723,0.022,32.86363636,27.78715793,1508,1554,46,1554,1554,2.77,2404.86,55.48,4.95,18049472.71,263.5,95.12635379
"11832",9,0.022,0.723,0.021,34.42857143,28.83191546,1508,1571,63,1571,1571,2.98,2403.3,48.07,9.86,33397805.23,282.85,94.91610738
"11833",6,0.02,0.742,0.028,26.5,22.94811947,1508,1550,42,1550,1548,3.05,2404.15,48.15,7.66,25359447.15,290.15,95.13114754
"11834",5,0.014,0.79,0.016,49.375,35.77449321,1508,NA,43,1551,1551,2.78,2407.52,47.79,8.99,32698971.28,265.74,95.58992806
"11835",8,0.018,0.72,0.019,37.89473684,31.21470086,1508,NA,32,1540,1540,2.62,2401.85,47.88,8.36,32188456.95,249.79,95.33969466
"11836",6,0.018,0.715,0.023,31.08695652,26.82423957,1508,1552,44,1552,1552,2.99,2401.22,48.05,8.66,29209757.14,283.87,94.93979933
"11837",8,0.018,1.021,0.027,37.81481481,23.61991192,1510,NA,73,1583,1583,2.82,2405.69,59.04,7.68,27516998.81,270.07,95.76950355
"11838",9,0.031,0.746,0.024,31.08333333,25.93359266,1508,1556,48,1556,1556,3.01,2406.57,59.82,9.21,30927222.84,286.37,95.13953488
"11839",5,0.015,0.754,0.028,26.92857143,22.94811947,1508,NA,47,1555,1555,2.9,2409.01,60,8.15,28434624.93,274.77,94.74827586
"11840",3,0.023,0.79,0.015,52.66666667,37.65403131,1508,1549,41,1549,1554,3.12,2410.45,60.19,6.54,21221230.96,295.63,94.75320513
"11841",6,0.016,0.8,0.012,66.66666667,44.94691449,1508,1537,29,1537,1542,3.06,2403.47,59.87,9.51,31372352.53,291.89,95.38888889
"11842",6,0.019,0.751,0.023,32.65217391,26.82423957,1508,1545,37,1545,1550,3.11,2403.46,59.86,7.18,23305061.02,296.21,95.24437299
"11843",9,0.019,0.715,0.023,31.08695652,26.82423957,1508,1553,45,1553,1538,3.13,2408.65,60.31,8.13,26276601.57,295.5,94.40894569
"11844",9,0.023,0.755,0.024,31.45833333,25.93359266,1508,NA,28,1536,1536,3.17,2401.24,59.16,8.27,26310621.5,294.73,92.97476341
"11845",5,0.024,0.719,0.018,39.94444444,32.58285073,1508,1584,76,1584,1581,2.19,2375.25,59.59,8.93,40678596.58,208.48,95.19634703
"11846",7,0.024,1.047,0.025,41.88,25.10710746,1506,1551,45,1551,1551,2.88,2373.51,59.83,10.01,34648301.19,274.57,95.33680556
"11847",7,0.022,1.014,0.029,34.96551724,22.31802259,1506,1550,44,1550,1550,2.98,2366.44,60.2,7.9,26348482.95,281.42,94.43624161
"11848",9,0.028,1.052,0.021,50.0952381,28.83191546,1506,1550,44,1550,1547,3.17,2362.77,59.95,7.48,23416019.66,284.85,89.85804416
"11849",9,0.022,0.73,0.019,38.42105263,31.21470086,1508,1562,54,1562,1562,3.13,2362.92,59.78,0.72,2282897.789,284.47,90.88498403
"11850",12,0.031,0.8,0.019,42.10526316,31.21470086,1508,1584,76,1584,1582,2.29,2367.74,59.5,8.25,35826284.28,220.22,96.16593886
"11851",8,0.019,0.969,0.022,44.04545455,27.78715793,1506,1548,42,1548,1558,3.12,2368.46,60.12,3.96,12625713.69,284.4,91.15384615
"11852",7,0.022,1.15,0.019,60.52631579,31.21470086,1506,1546,40,1546,1546,3.06,2364.53,60.07,10.08,32713968,283.97,92.80065359
"11853",6,0.028,0.843,0.022,38.31818182,27.78715793,1508,1567,59,1567,1555,2.9,2364.43,60.08,6.27,21470655.04,273.95,94.46551724
"11854",6,0.016,0.74,0.02,37,29.96988564,1508,1553,45,1553,1535,2.9,2364.06,59.87,5.53,18933675.02,275.97,95.16206897
"11855",14,0.025,1.04,0.016,65,35.77449321,1506,1573,67,1573,1592,2.33,2361.44,59.32,5.59,23794801.85,224.93,96.53648069
"11856",8,0.022,0.75,0.019,39.47368421,31.21470086,1508,1548,40,1548,1548,2.82,2364.38,59.91,7.45,26234556.81,267.9,95
"11857",13,0.018,0.72,0.019,37.89473684,31.21470086,1508,1559,51,1559,1559,2.76,2363.08,59.95,8.18,29415208.87,263.26,95.38405797
"11858",7,0.014,1.117,0.023,48.56521739,26.82423957,1506,1556,50,1556,1553,3.13,2354.34,60.01,6.76,21356045.14,290.07,92.67412141
"11859",8,0.022,1.047,0.021,49.85714286,28.83191546,1506,NA,39,1545,1545,3.15,2351.76,60.08,9,28221120,289.66,91.95555556
"11860",9,0.025,1.04,0.022,47.27272727,27.78715793,1506,1569,63,1569,1569,3.15,2359.47,60.11,6.98,21958800.8,289,91.74603175
